index	tweet_id	sentiment
1658	#1338398371501883392	2
1659	#1253964483799678720	2
1660	#1281040000000000000	0
1661	#1250740937078308864	0
1662	#1331697441322700800	2
1663	#1255910023735042048	1
1664	#1255629026573549568	1
1665	#1256203263927607296	2
1666	#1272279888930541568	2
1667	#1351476193254650112	0
1668	#1337702494441328640	2
1669	#1339630197172174848	1
1670	#1351283104586092288	1
1671	#1333850993067397120	1
1672	#1323625356813770752	1
1673	#1245403634759761920	2
1674	#1329845790093828096	1
1675	#1337155429231702016	1
1676	#1249354086396256512	1
1677	#1338500000000000000	0
1678	#1245420466820399104	1
1679	#1278676641238134784	1
1680	#1343982793576079104	0
1681	#1338636949607706624	2
1682	#1337490000000000000	0
1683	#1262614985521402112	2
1684	#1340810932482662400	1
1685	#1338256818045415424	2
1686	#1345997675859161088	2
1687	#1262463303688892416	2
1688	#1333452917957926912	2
1689	#1348428265162240000	1
1690	#1330901663901736704	2
1691	#1333415501838635008	1
1692	#1303507686458351616	0
1693	#1336322775577841664	1
1694	#1285454207080751104	1
1695	#1344020146885701632	2
1696	#1346059577410924288	1
1697	#1272485513828552704	1
1698	#1305528474296344320	0
1699	#1341499511617797888	2
1700	#1253403166806363904	0
1701	#1303589711093665792	0
1702	#1334209204261974016	0
1703	#1285958425843601408	1
1704	#1274840000000000000	0
1705	#1325850034685042688	0
1706	#1339293592096005888	2
1707	#1289820000000000000	0
1708	#1352396694630002688	0
1709	#1336793445101342720	0
1710	#1268332235217874944	0
1711	#1332002470655119104	1
1712	#1335851236839489536	0
1713	#1355513978617782272	0
1714	#1325855165962989568	2
1715	#1338147635815964672	2
1716	#1303529400084975616	0
1717	#1285287148183322624	1
1718	#1350140833778040832	2
1719	#1338859975918067712	2
1720	#1272682067587891200	1
1721	#1299814210025725952	1
1722	#1338874325622018048	1
1723	#1345147838087495680	1
1724	#1329151045960937472	1
1725	#1328695077552730112	2
1726	#1304236187733770240	0
1727	#1301970064636289024	1
1728	#1279554722567872512	2
1729	#1326950000000000000	1
1730	#1285634269344342016	2
1731	#1310919774864650240	0
1732	#1336230000000000000	1
1733	#1334928880310886400	1
1734	#1345769132797669120	1
1735	#1349672599203282688	0
1736	#1354137711301464064	1
1737	#1334114850868523008	1
1738	#1338920000000000000	0
1739	#1340090000000000000	1
1740	#1305747071832645632	1
1741	#1294288939898085120	1
1742	#1337480000000000000	2
1743	#1274132866050543616	1
1744	#1336221590111936512	2
1745	#1338567761321218048	0
1746	#1345692015896322048	1
1747	#1332728692833968128	1
1748	#1298232609500286720	1
1749	#1326055799723089920	1
1750	#1234472595862573056	1
1751	#1246671708477677568	1
1752	#1285530000000000000	1
1753	#1335340431463259904	1
1754	#1340120489822310400	1
1755	#1325871208534052864	1
1756	#1301920000000000000	1
1757	#1325930000000000000	1
1758	#1319887690356133888	1
1759	#1355378466976263936	0
1760	#1283162457893007104	1
1761	#1351925945221996288	1
1762	#1348588720954503168	1
1763	#1331274518313242624	1
1764	#1332321296005283840	1
1765	#1340954293281713920	0
1766	#1332013789886226432	1
1767	#1340420000000000000	0
1768	#1348497359525670912	2
1769	#1352620000000000000	2
1770	#1334490000000000000	1
1771	#1293675711560142848	0
1772	#1303451746128322304	1
1773	#1269434505913303040	1
1774	#1351309969585561600	1
1775	#1326517495465963520	2
1776	#1285229203827367936	2
1777	#1349992582361853952	1
1778	#1318279979399086080	0
1779	#1318150497648496640	1
1780	#1356129612380602368	2
1781	#1310923813551394816	1
1782	#1349900511403770112	1
1783	#1352717555387965440	1
1784	#1308620778536042496	1
1785	#1276458955196165888	1
1786	#1339894609535774720	1
1787	#1280420000000000000	0
1788	#1316399383559180288	1
1789	#1339002413622169600	1
1790	#1307561684047982592	1
1791	#1302768347365412864	1
1792	#1344721706825388032	1
1793	#1292006357550411520	1
1794	#1263866242181541888	2
1795	#1317536078564413440	2
1796	#1284602247926751232	1
1797	#1327102278201987072	2
1798	#1339938047996006400	1
1799	#1254923794503909120	1
1800	#1293271368964874240	0
1801	#1263507366517055488	0
1802	#1352306779238109184	2
1803	#1347680109671698432	1
1804	#1351877031953387520	2
1805	#1330210895646121984	1
1806	#1350160000000000000	1
1807	#1293428894708555520	0
1808	#1342650976931618816	2
1809	#1334566157727260672	1
1810	#1341130000000000000	2
1811	#1344800216046825472	0
1812	#1351916276076183552	0
1813	#1337972532427837440	0
1814	#1354892000429035520	1
1815	#1354870241424068608	1
1816	#1276709160453882112	1
1817	#1258643454080487424	1
1818	#1322899929006632704	2
1819	#1328612181110304768	2
1820	#1306684305586913280	1
1821	#1282100000000000000	1
1822	#1285356665378922496	2
1823	#1305706153846992896	0
1824	#1328788015062376448	1
1825	#1328319716646064128	2
1826	#1335267945157685248	2
1827	#1347304710752112640	1
1828	#1325892098730635264	2
1829	#1355390334587424768	2
1830	#1236021795674705920	1
1831	#1334311034035851264	0
1832	#1293405525791711232	0
1833	#1263328945388154880	1
1834	#1344597035736059904	1
1835	#1349150408921518080	1
1836	#1250025741737250816	1
1837	#1288585129569538048	1
1838	#1353300000000000000	2
1839	#1356331759915294720	1
1840	#1321799591021301504	1
1841	#1333497882121437184	0
1842	#1352183856888164352	1
1843	#1336987524921761536	1
1844	#1283363998532988928	1
1845	#1289160266911846400	1
1846	#1349547810761236480	1
1847	#1351878491717955584	1
1848	#1283841338425970688	0
1849	#1332712019775119104	1
1850	#1332424117761392640	1
1851	#1343881629413081088	0
1852	#1261220000000000000	1
1853	#1348859393677418496	2
1854	#1318640775232671488	1
1855	#1337820365419139072	1
1856	#1333942284866424832	1
1857	#1351524097348562688	0
1858	#1337396429531254784	0
1859	#1280893871380201472	2
1860	#1328940959132999680	2
1861	#1339660938178408448	1
1862	#1309509475406098432	0
1863	#1307005731238014720	1
1864	#1313400564731056128	1
1865	#1328722473618181888	1
1866	#1306327662869336064	1
1867	#1334137834756780032	1
1868	#1300928022518800384	1
1869	#1331205924913111040	2
1870	#1303320972091686912	2
1871	#1286006198442102784	1
1872	#1257548397210411008	0
1873	#1321042236218499072	1
1874	#1347558682251452416	1
1875	#1291027906995654912	2
1876	#1283509273574567936	2
1877	#1354159326001246208	1
1878	#1339626643242045440	2
1879	#1334498384275599104	1
1880	#1335152892383117312	2
1881	#1302875505507495936	1
1882	#1283169455552552704	2
1883	#1304215582968029184	0
1884	#1335257578402680832	1
1885	#1344199122618904320	0
1886	#1350401359107956736	1
1887	#1325809484996902912	2
1888	#1318285608830308352	0
1889	#1349842089320837120	1
1890	#1302991553598648320	1
1891	#1334972073148624896	0
1892	#1323983363791704064	1
1893	#1349431122724335616	1
1894	#1341085391122788352	1
1895	#1278903955821457408	0
1896	#1346810724010618880	0
1897	#1347324872410730496	1
1898	#1293140740596359168	1
1899	#1341138518458830848	2
1900	#1325712638798606336	1
1901	#1332244900289638400	1
1902	#1293151485715460096	1
1903	#1349140497063944192	1
1904	#1330145604081750016	1
1905	#1336000000000000000	0
1906	#1297488508580503552	1
1907	#1341407938821370112	2
1908	#1353467592371965952	1
1909	#1282400494238027520	1
1910	#1339990000000000000	1
1911	#1258233911823306752	1
1912	#1336794689522044928	1
1913	#1250646108788973568	1
1914	#1325871388494852096	2
1915	#1336283776406736896	2
1916	#1327936886858424320	1
1917	#1339945014621696000	1
1918	#1293615999904813056	1
1919	#1352978175878426624	1
1920	#1345130000000000000	1
1921	#1313459006854238208	1
1922	#1328978894641369088	2
1923	#1336240498768535552	2
1924	#1335124647155666944	0
1925	#1294079449764368384	0
1926	#1296484770965344512	1
1927	#1335021074367574016	1
1928	#1261859119566409728	2
1929	#1283449278904532736	2
1930	#1340768276943691520	2
1931	#1350576971676315648	1
1932	#1334872861723471872	2
1933	#1328829716443357184	1
1934	#1329119994295312384	2
1935	#1315484209142587136	2
1936	#1333905666751279104	1
1937	#1329555052797693952	1
1938	#1345020768355291136	0
1939	#1346499835726217216	1
1940	#1327631460082225152	1
1941	#1257940000000000000	2
1942	#1354591213186289664	1
1943	#1298879075717652480	1
1944	#1345296026588958720	1
1945	#1354920959333916672	0
1946	#1353719081011208192	1
1947	#1341249472760832000	1
1948	#1348685264600911872	0
1949	#1338816211962871808	1
1950	#1280768582456979712	0
1951	#1301640586798215168	1
1952	#1297892163917950720	2
1953	#1326940000000000000	1
1954	#1329146184716361728	1
1955	#1300049395560243200	2
1956	#1334530808439304192	2
1957	#1336439634822303488	1
1958	#1333406065753526272	1
1959	#1272827811351453696	2
1960	#1300527035065004032	2
1961	#1350084596583587840	1
1962	#1333036895119560704	0
1963	#1329144157810507520	1
1964	#1338482611132518400	1
1965	#1350186159897538304	1
1966	#1301095083727564800	2
1967	#1306661089317285888	1
1968	#1355209186402070528	2
1969	#1289967143274995712	0
1970	#1339510000000000000	1
1971	#1335446124946026496	1
1972	#1339761192827408384	1
1973	#1336449623544623104	1
1974	#1347557882334736384	1
1975	#1336257046149279488	1
1976	#1283191958639435520	0
1977	#1316520156277997568	1
1978	#1338284295111254016	2
1979	#1308583388383719424	1
1980	#1356147824468127488	2
1981	#1350115862683021056	1
1982	#1346531929185804288	0
1983	#1341762102432735232	1
1984	#1263955403399991296	0
1985	#1345989513139671040	1
1986	#1349507451129880320	2
1987	#1354839711563571200	1
1988	#1266082675456200704	1
1989	#1331172304248741888	1
1990	#1305889511235182336	1
1991	#1350578613607931904	2
1992	#1265254585867747328	1
1993	#1272861577360879616	2
1994	#1309775106722258688	2
1995	#1285749062218604288	1
1996	#1338615893732024320	1
1997	#1320477704999895040	1
1998	#1311570000000000000	2
1999	#1343484389347487488	2
2000	#1268567177176768512	2
2001	#1273826869075460096	0
2002	#1336635768375226368	2
2003	#1287938333331673088	1
2004	#1339003236641099520	2
2005	#1339385826325778432	1
2006	#1283195675161890816	0
2007	#1344066054117441536	1
2008	#1329943514709422080	2
2009	#1333905079754240000	1
2010	#1329019438876684288	0
2011	#1261387573764726784	1
2012	#1335572527272308736	2
2013	#1337085602315919104	0
2014	#1348206675543601152	1
2015	#1298123753675583488	1
2016	#1336633307350454272	0
2017	#1301509062220185600	0
2018	#1334566406952689664	1
2019	#1339635634802180096	1
2020	#1270486986738958336	1
2021	#1354888980748111872	1
2022	#1351760000000000000	1
2023	#1352710846179201024	2
2024	#1277670000000000000	1
2025	#1294246649997471488	1
2026	#1354717252361232384	1
2027	#1282257001209376768	1
2028	#1336211377829146624	1
2029	#1268576298999447552	1
2030	#1318390000000000000	1
2031	#1335997500000358400	2
2032	#1288131835017527296	1
2033	#1295742253005041664	1
2034	#1337933515518746624	0
2035	#1293130568675205120	2
2036	#1339587422556852224	1
2037	#1285764120978104320	0
2038	#1289087253126320128	2
2039	#1299242937461567488	1
2040	#1302187730944704512	1
2041	#1285299630100504320	2
2042	#1325788434934468608	2
2043	#1284062332025483264	1
2044	#1348514362420387840	0
2045	#1314852081161830400	1
2046	#1339080000000000000	0
2047	#1338505659495669504	1
2048	#1264716015449112320	1
2049	#1334033275308924928	1
2050	#1307029447112040448	1
2051	#1354791356682670080	1
2052	#1304091810759930112	1
2053	#1346418134274567936	1
2054	#1262657992882823168	2
2055	#1329115913703067648	1
2056	#1302690000000000000	2
2057	#1337204233427447808	1
2058	#1355937162517164032	1
2059	#1337986399195295488	1
2060	#1353246519978287104	1
2061	#1320382302401146880	1
2062	#1336320000000000000	1
2063	#1355750857787141888	2
2064	#1248363001406783488	1
2065	#1337505531636948992	1
2066	#1306640000000000000	1
2067	#1285158774890586112	2
2068	#1317941887836323840	1
2069	#1325795335533420288	1
2070	#1340879263638167552	0
2071	#1340799805774200832	1
2072	#1350242364053401600	2
2073	#1325805051357634304	2
2074	#1347660000000000000	1
2075	#1307041171219374080	2
2076	#1288053468851249152	1
2077	#1309840142283177984	2
2078	#1353820000000000000	0
2079	#1267761830711242752	1
2080	#1334043296675491840	1
2081	#1299639381410578432	1
2082	#1343910000000000000	2
2083	#1353304810515291904	1
2084	#1308863458298007552	0
2085	#1245465211932421888	1
2086	#1293674512387432448	1
2087	#1303350000000000000	2
2088	#1329197671056347136	0
2089	#1356440000000000000	1
2090	#1246914955980529664	1
2091	#1301276477338521600	1
2092	#1284131361318531072	1
2093	#1325779887496572928	2
2094	#1300997175967707136	1
2095	#1335947158374248448	1
2096	#1326509589177700352	2
2097	#1340755148927348736	2
2098	#1317218089251917824	1
2099	#1262777881694031872	2
2100	#1296707984140230912	2
2101	#1303620000000000000	2
2102	#1302407690480738304	1
2103	#1340045709660270592	2
2104	#1352051551217487872	1
2105	#1253297161061707520	1
2106	#1321152297125269504	1
2107	#1247381031835090688	1
2108	#1327524689451880448	1
2109	#1293307287856189440	1
2110	#1351195176736317440	1
2111	#1355074897974878208	1
2112	#1337059478756265984	1
2113	#1293110747711459328	2
2114	#1341150000000000000	1
2115	#1341409126145019904	1
2116	#1349355112683094016	2
2117	#1265310461219631104	2
2118	#1337037603405631488	0
2119	#1295107643510599680	2
2120	#1334258231091204096	1
2121	#1354673677330079488	2
2122	#1271410857877155840	1
2123	#1333097138968961024	1
2124	#1294618467447054336	1
2125	#1350375751942623232	0
2126	#1306980000000000000	1
2127	#1352025245352394752	2
2128	#1354174667548815104	1
2129	#1346650000000000000	0
2130	#1296282284853616640	1
2131	#1334390000000000000	2
2132	#1286270000000000000	1
2133	#1328321906466988032	2
2134	#1316039701346869248	1
2135	#1355240574299738112	1
2136	#1352310629038776320	1
2137	#1355047413564596224	0
2138	#1338210809596555264	2
2139	#1308544448981348352	1
2140	#1321123890442182912	1
2141	#1354200000000000000	2
2142	#1280576234301329408	2
2143	#1329815529855610880	1
2144	#1235841550799613952	1
2145	#1346564764902817792	1
2146	#1279139022611247104	2
2147	#1337136906711216128	1
2148	#1319730853686149120	1
2149	#1338330000000000000	2
2150	#1333599585894187008	0
2151	#1296030000000000000	1
2152	#1340324072073388032	1
2153	#1309521167359848448	0
2154	#1332590190792241152	0
2155	#1252744036936376320	2
2156	#1305516174617317120	1
2157	#1336687796115955712	1
2158	#1258850013523980288	2
2159	#1306459503030939648	1
2160	#1354852153182089216	2
2161	#1261040000000000000	2
2162	#1321560176047042304	2
2163	#1270760474251010048	1
2164	#1239500000000000000	1
2165	#1354755031162097664	2
2166	#1354028291947040768	1
2167	#1354129473193586688	1
2168	#1341770000000000000	2
2169	#1291114297641189120	0
2170	#1338862650139164672	2
2171	#1337820000000000000	1
2172	#1350725302067077120	2
2173	#1297670060601831424	0
2174	#1293110000000000000	1
2175	#1339440186325921792	0
2176	#1285836094127267840	1
2177	#1285263440341327872	2
2178	#1332419290864160768	1
2179	#1334051929874436096	2
2180	#1356667080406261504	2
2181	#1326787626079297536	1
2182	#1344508168882114304	1
2183	#1282510000000000000	1
2184	#1325874237727502336	2
2185	#1259385633837064192	1
2186	#1325860000000000000	1
2187	#1336323315200217088	2
2188	#1328279146829651968	0
2189	#1252097124243628032	1
2190	#1355090251056893952	1
2191	#1268136102142939136	1
2192	#1246915983798722304	0
2193	#1340860982101487616	2
2194	#1322534573931188224	1
2195	#1326237028967567104	0
2196	#1352969239506931712	1
2197	#1288070000000000000	1
2198	#1329039707427266304	1
2199	#1349810784512126720	2
2200	#1291184850192330752	1
2201	#1347740000000000000	2
2202	#1311720156515663872	1
2203	#1345440000000000000	1
2204	#1330400000000000000	1
2205	#1261595745276309504	1
2206	#1328221136530903040	1
2207	#1344200000000000000	1
2208	#1346353548112617472	1
2209	#1349006970494267392	2
2210	#1337166594942885888	2
2211	#1353612596964859904	0
2212	#1298309922720043008	1
2213	#1313590000000000000	1
2214	#1354324278112444416	1
2215	#1338891744235069440	2
2216	#1345695795153154048	2
2217	#1355276679170588672	1
2218	#1334983775911092224	2
2219	#1318646440076496896	1
2220	#1261510000000000000	1
2221	#1346999367136263936	1
2222	#1250922044004302848	1
2223	#1349797125874470912	2
2224	#1283868936514138112	1
2225	#1341492502407376896	2
2226	#1351545675973079040	2
2227	#1325959824270483712	2
2228	#1352915369304989696	1
2229	#1354490000000000000	0
2230	#1328035377643462912	2
2231	#1329800000000000000	1
2232	#1303289445513388032	2
2233	#1353411409200123904	2
2234	#1301810117701021696	2
2235	#1319779398535577600	1
2236	#1285963443451736064	1
2237	#1336755016032538624	1
2238	#1348588964807135232	2
2239	#1313345196503916288	1
2240	#1285593008641998848	1
2241	#1339672521373851648	1
2242	#1293541695917891584	0
2243	#1334121775630696448	2
2244	#1349123712570715904	1
2245	#1321733068944822272	0
2246	#1334196901466550272	2
2247	#1313602102912933888	1
2248	#1248485202961133568	0
2249	#1346755431612334080	1
2250	#1261533314265108480	1
2251	#1349020000000000000	2
2252	#1285322636399194112	2
2253	#1341148012807131136	2
2254	#1304782966904753920	1
2255	#1303946326116360192	0
2256	#1259914879730880512	1
2257	#1328468783003004928	1
2258	#1339863602182955008	1
2259	#1287923610238296064	0
2260	#1238156825482027008	1
2261	#1276697513400172288	1
2262	#1354519563610808320	1
2263	#1344900000000000000	2
2264	#1337402607615164416	0
2265	#1354284494535192320	1
2266	#1356444999999709184	0
2267	#1342160000000000000	2
2268	#1339082847039205120	2
2269	#1278306779160608768	0
2270	#1337558861717377024	1
2271	#1282333058591490048	1
2272	#1326891223567699968	1
2273	#1326650000000000000	2
2274	#1355727091866722304	1
2275	#1339355978895134720	0
2276	#1290791411499982848	1
2277	#1296807540378832896	1
2278	#1311383337488052224	1
2279	#1341582543439716352	0
2280	#1336690000000000000	1
2281	#1346190000000000000	0
2282	#1248581386593882112	1
2283	#1283757979104432128	1
2284	#1305569541355958272	2
2285	#1337450000540868608	1
2286	#1302365148766588928	1
2287	#1263938559138021120	2
2288	#1294092263707029504	0
2289	#1289715765944311808	0
2290	#1337960000000000000	1
2291	#1343317020989861888	1
2292	#1243085660812165120	2
2293	#1255301266835726336	2
2294	#1347952021505191936	0
2295	#1349194894045110272	1
2296	#1354037742271934464	1
2297	#1288277167428612096	0
2298	#1336335063852544000	0
2299	#1327638700084355072	0
2300	#1349259369251176448	1
2301	#1346390000000000000	2
2302	#1339701961629810688	1
2303	#1329374194841178112	2
2304	#1343739038226919424	2
2305	#1331186800715591680	1
2306	#1334030000199061504	1
2307	#1288982474966654720	1
2308	#1255115182403010304	1
2309	#1319181481554661120	0
2310	#1327386314702954496	1
2311	#1319212252554096640	2
2312	#1291030007851044864	2
2313	#1325989819277860864	0
2314	#1331900000000000000	2
2315	#1287093632718143488	2
2316	#1346879655270354944	1
2317	#1249100337610289152	1
2318	#1282562457995636736	2
2319	#1315963534325448704	0
2320	#1253888433598066688	1
2321	#1336728387671429120	0
2322	#1255748168345501696	2
2323	#1282886252883320832	0
2324	#1251203539600318464	1
2325	#1340760000000000000	2
2326	#1344270000000000000	2
2327	#1279377209598390272	1
2328	#1292335968863870720	1
2329	#1335374192569683968	0
2330	#1278553727750848512	1
2331	#1243505880567615488	1
2332	#1341007702928056320	1
2333	#1346699943705247488	1
2334	#1338922914410864640	1
2335	#1247490188332404736	1
2336	#1334951918150488064	1
2337	#1332009047755792384	2
2338	#1336358971045711872	2
2339	#1303460000000000000	0
2340	#1350602425816797184	1
2341	#1334913366238896128	2
2342	#1261716632033992704	1
2343	#1353795087633850368	2
2344	#1330943468093403136	2
2345	#1346184460061052928	2
2346	#1342806384371511296	0
2347	#1308390000000000000	1
2348	#1283297762096959488	2
2349	#1349810000000000000	2
2350	#1349783071541911552	1
2351	#1335859871284125696	1
2352	#1352715955697287168	1
2353	#1339388043279572992	2
2354	#1336949043088379904	1
2355	#1353137690733125632	2
2356	#1342201765056421888	0
2357	#1323300228754296832	0
2358	#1350438068747177984	1
2359	#1293310000000000000	0
2360	#1355156556753596416	2
2361	#1326112123555094528	2
2362	#1323730000000000000	2
2363	#1257905647154278400	1
2364	#1309770389980090368	1
2365	#1355239736869314304	0
2366	#1262446094635741184	2
2367	#1259909359049433088	1
2368	#1349743648829628416	0
2369	#1251834859120623616	1
2370	#1322137779510210304	1
2371	#1290030000000000000	1
2372	#1353325568104816640	0
2373	#1311395592279666688	0
2374	#1342037632969273088	2
2375	#1349646977202577408	2
2376	#1328471224280866816	1
2377	#1306175158864867328	2
2378	#1251412593622708224	0
2379	#1236124098734022912	0
2380	#1253104666604261120	1
2381	#1279412110699700224	0
2382	#1355772351023992832	0
2383	#1335181272986001408	0
2384	#1344907748484341504	0
2385	#1344225117023268864	1
2386	#1285428425201680384	2
2387	#1265422973822877696	1
2388	#1285693490270277632	1
2389	#1336694101853388800	1
2390	#1305947240800817152	0
2391	#1344811419049619712	1
2392	#1346802845606178816	1
2393	#1339916962265145088	1
2394	#1349850000000000000	0
2395	#1338531192455524352	1
2396	#1299193081867243520	2
2397	#1338862686331756288	2
2398	#1344696864621252608	2
2399	#1317798089051308032	1
2400	#1346096050029932288	2
2401	#1289221548906143488	1
2402	#1344316242782539520	0
2403	#1285980756393762816	1
2404	#1328430154339782912	1
2405	#1342113577298087936	1
2406	#1260949300491587584	0
2407	#1345055264911872000	1
2408	#1248456544015880192	1
2409	#1344059493160726528	1
2410	#1286150000000000000	0
2411	#1263699823162687488	1
2412	#1332652182081036288	1
2413	#1294299062796029952	1
2414	#1336009904893513728	2
2415	#1303331697468071936	1
2416	#1283915609726693120	1
2417	#1354074351549743104	1
2418	#1352210000000000000	0
2419	#1293458933785468928	0
2420	#1336969919401873408	0
2421	#1328382887624904704	2
2422	#1355443266758586368	1
2423	#1258896228672307200	0
2424	#1338635921906933504	0
2425	#1334248256918802432	1
2426	#1331205955116298240	2
2427	#1343243830280278016	1
2428	#1355180000000000000	0
2429	#1246491805954248704	1
2430	#1347520281615753216	2
2431	#1347980000000000000	2
2432	#1330822087003529216	2
2433	#1316717183100100608	0
2434	#1344262410647920640	1
2435	#1338619781184970752	1
2436	#1327221441524273152	1
2437	#1289915264817979392	0
2438	#1299386499838992384	0
2439	#1286037465678192640	0
2440	#1319161295187267584	1
2441	#1338834579738652672	2
2442	#1303718566060077056	1
2443	#1338697558789562368	1
2444	#1329861966207323904	1
2445	#1280441429471395840	1
2446	#1283764196677685248	1
2447	#1338503191793725440	1
2448	#1338801600777891840	1
2449	#1356272209216430080	1
2450	#1302290000000000000	1
2451	#1318117530083364864	0
2452	#1345802834944602112	2
2453	#1331033215545397248	1
2454	#1348614531220611072	1
2455	#1345856040533954304	1
2456	#1287873077133496320	2
2457	#1331317257935281920	1
2458	#1343510640787243008	1
2459	#1313470000000000000	0
2460	#1354614430412075008	1
2461	#1346960000000000000	1
2462	#1337610000000000000	1
2463	#1328729074668363520	0
2464	#1314169285414064128	1
2465	#1344223634861088768	2
2466	#1304993641727844352	1
2467	#1348573028293234688	1
2468	#1327108537739223040	1
2469	#1290027061222838272	1
2470	#1263826955830345728	1
2471	#1328338856257626112	2
2472	#1356442851723403264	1
2473	#1305994868699860992	0
2474	#1283776076326547712	0
2475	#1333410000000000000	0
2476	#1337396109182816512	1
2477	#1328120000000000000	1
2478	#1308753631575899904	1
2479	#1290279378065055488	0
2480	#1349748009685245952	2
2481	#1332814024342449920	1
2482	#1327004520686252032	1
2483	#1333873162363097088	1
2484	#1336953901044690944	1
2485	#1293120000000000000	2
2486	#1339613045593616384	2
2487	#1329166436397428736	1
2488	#1355916971468935168	0
2489	#1356015480167755520	0
2490	#1335651234770952192	1
2491	#1346875687194378240	2
2492	#1326604765527203840	2
2493	#1254180000000000000	2
2494	#1353774749080555520	1
2495	#1283448564799229952	1
2496	#1330919920352149504	1
2497	#1315839079074926336	0
2498	#1351221982117900288	0
2499	#1343011856135307264	0
2500	#1302655016893845504	0
2501	#1338468360997265408	1
2502	#1344590591708028928	2
2503	#1274509086688600064	0
2504	#1349746906168135680	2
2505	#1314536329565347840	2
2506	#1349075813640110080	0
2507	#1271156953599881216	2
2508	#1336528674279976704	1
2509	#1338121547203170304	2
2510	#1332294513721810944	1
2511	#1292450479285383168	1
2512	#1349717067054853888	1
2513	#1352810238781566720	1
2514	#1314524104746123264	1
2515	#1260956094005948416	1
2516	#1343848444079853568	1
2517	#1319173559508299520	2
2518	#1319164371768147968	0
2519	#1326807630900305920	1
2520	#1286400693969068032	2
2521	#1353928914012401664	1
2522	#1337611754365480704	1
2523	#1334598976264351488	2
2524	#1345222681973538816	1
2525	#1329788453874229248	1
2526	#1340232497565675520	1
2527	#1329327121102204928	1
2528	#1346516117167239168	0
2529	#1334121608932327424	1
2530	#1350507550551142400	0
2531	#1272125192383365120	1
2532	#1350148467004420096	0
2533	#1347419283605889024	2
2534	#1260697549721292800	0
2535	#1347238463859547904	1
2536	#1339297053541761024	1
2537	#1285333218712072192	2
2538	#1355160000000000000	1
2539	#1351588211986886912	2
2540	#1338900040815939584	0
2541	#1331976157256954112	0
2542	#1258143948687605504	0
2543	#1350251422395219968	1
2544	#1277339538508013568	1
2545	#1339356901813989120	2
2546	#1290447161415684096	1
2547	#1306353273063067648	1
2548	#1328315478889144320	2
2549	#1354339603977801728	1
2550	#1325828462267994112	1
2551	#1297238962449321984	0
2552	#1329800522388414464	1
2553	#1350432939641884672	1
2554	#1336612397306552320	1
2555	#1329054643125555200	2
2556	#1341399351067860736	2
2557	#1261875866289635328	1
2558	#1344713945140125696	2
2559	#1303723348921380864	0
2560	#1336291272840065024	0
2561	#1334610128834846720	1
2562	#1321507040284581888	1
2563	#1329050000000000000	1
2564	#1307510972211290112	0
2565	#1331844454660014080	1
2566	#1290975834292059904	1
2567	#1336748224942489600	1
2568	#1315602379685990400	1
2569	#1346820000000000000	2
2570	#1339257019065360384	0
2571	#1328308605116948480	0
2572	#1340053090108633088	0
2573	#1302133647319982080	0
2574	#1337518177677348864	2
2575	#1321855002726461440	2
2576	#1276418022199050240	1
2577	#1352210954709299200	2
2578	#1328329988882509824	1
2579	#1353028739618254848	1
2580	#1339968061743501312	1
2581	#1356247253267205888	1
2582	#1340500051408244736	1
2583	#1352070000000000000	2
2584	#1265479625615872000	1
2585	#1341171093319630848	1
2586	#1350551356604444672	0
2587	#1269613769660993536	1
2588	#1311106323153649664	1
2589	#1302045532081201152	0
2590	#1284864604099600384	0
2591	#1349759903771078912	1
2592	#1261430000000000000	1
2593	#1285262361620881408	1
2594	#1349049652990128128	1
2595	#1346884531484323840	2
2596	#1258345898532356096	1
2597	#1278063714827149312	1
2598	#1335660388319424512	0
2599	#1336795266385588224	1
2600	#1328430968655417088	0
2601	#1285897360204337152	1
2602	#1311607228940648448	0
2603	#1319298570579668736	1
2604	#1350423131123576832	0
2605	#1261372226558816512	2
2606	#1261114683341156352	0
2607	#1326253790262136832	2
2608	#1328258091662659584	2
2609	#1348322599521042432	0
2610	#1356537192936480768	0
2611	#1287035092469264384	2
2612	#1258778646875181056	2
2613	#1323677831767846912	1
2614	#1334385881919217664	1
2615	#1325850000000000000	1
2616	#1336076903879467008	1
2617	#1323710000000000000	1
2618	#1323700000000000000	1
2619	#1250802891629056000	1
2620	#1263268784045019136	1
2621	#1278998308493471488	0
2622	#1336637008622596096	0
2623	#1336816187305504768	1
2624	#1292434596697649152	1
2625	#1344097583061291008	0
2626	#1305730187280240640	2
2627	#1305990051269148672	1
2628	#1349390873457553408	0
2629	#1292083620031738112	1
2630	#1340980000000000000	2
2631	#1342252573512724480	1
2632	#1356047266633703424	1
2633	#1327682642532204288	0
2634	#1353814322401713920	0
2635	#1338838192221548288	1
2636	#1351090000000000000	0
2637	#1306530000000000000	1
2638	#1294085098468290304	0
2639	#1280845326149181440	1
2640	#1244907461707997184	1
2641	#1333130000000000000	2
2642	#1350861338071990272	1
2643	#1334860410680352768	1
2644	#1350130000000000000	2
2645	#1332768725267836928	2
2646	#1342580318361018368	1
2647	#1352126058892505088	0
2648	#1288999254715822080	2
2649	#1261192216120307712	1
2650	#1327217841549045504	1
2651	#1265847815017689088	1
2652	#1239236929394216704	1
2653	#1276843477297434624	1
2654	#1343710000000000000	1
2655	#1328698324795486208	1
2656	#1327120000000000000	1
